longitude,latitude,display_c,forecast_c,observed_c,average_c,anomaly_c,previous_day_c,previous_diff_c,source_date,target_date
141.40600,45.87500,-0.80,,12.10,12.90,-0.80,17.13,-5.02,2026-09-15,2026-09-15
141.46900,45.87500,-0.81,,12.09,12.90,-0.81,17.11,-5.02,2026-09-15,2026-09-15
141.53100,45.87500,-0.82,,12.07,12.90,-0.82,17.09,-5.02,2026-09-15,2026-09-15
141.59400,45.87500,-0.84,,12.06,12.89,-0.84,17.07,-5.01,2026-09-15,2026-09-15
141.65600,45.87500,-0.85,,12.04,12.89,-0.85,17.04,-5.00,2026-09-15,2026-09-15
141.71900,45.87500,-0.87,,12.02,12.89,-0.87,17.01,-5.00,2026-09-15,2026-09-15
141.78100,45.87500,-0.89,,12.00,12.89,-0.89,16.99,-4.99,2026-09-15,2026-09-15
141.84400,45.87500,-0.91,,11.98,12.89,-0.91,16.96,-4.98,2026-09-15,2026-09-15
141.90600,45.87500,-0.92,,11.96,12.88,-0.92,16.94,-4.98,2026-09-15,2026-09-15
141.96900,45.87500,-0.93,,11.95,12.88,-0.93,16.93,-4.98,2026-09-15,2026-09-15
142.03100,45.87500,-0.94,,11.94,12.88,-0.94,16.91,-4.98,2026-09-15,2026-09-15
142.09400,45.87500,-1.23,,10.79,12.02,-1.23,15.61,-4.82,2026-09-15,2026-09-15
142.15600,45.87500,-1.23,,10.77,11.99,-1.23,15.55,-4.78,2026-09-15,2026-09-15
142.21900,45.87500,-1.23,,10.73,11.96,-1.23,15.48,-4.75,2026-09-15,2026-09-15
142.28100,45.87500,-1.23,,10.70,11.92,-1.23,15.41,-4.72,2026-09-15,2026-09-15
142.34400,45.87500,-1.23,,10.66,11.89,-1.23,15.35,-4.69,2026-09-15,2026-09-15
141.40600,45.82500,-0.78,,12.13,12.91,-0.78,17.14,-5.01,2026-09-15,2026-09-15
141.46900,45.82500,-0.80,,12.11,12.91,-0.80,17.12,-5.01,2026-09-15,2026-09-15
141.53100,45.82500,-0.81,,12.10,12.91,-0.81,17.10,-5.01,2026-09-15,2026-09-15
141.59400,45.82500,-0.83,,12.07,12.90,-0.83,17.07,-5.00,2026-09-15,2026-09-15
141.65600,45.82500,-0.85,,12.05,12.90,-0.85,17.04,-4.99,2026-09-15,2026-09-15
141.71900,45.82500,-0.87,,12.03,12.90,-0.87,17.01,-4.98,2026-09-15,2026-09-15
141.78100,45.82500,-0.90,,12.00,12.90,-0.90,16.98,-4.97,2026-09-15,2026-09-15
141.84400,45.82500,-0.92,,11.98,12.90,-0.92,16.94,-4.96,2026-09-15,2026-09-15
141.90600,45.82500,-0.93,,11.96,12.90,-0.93,16.92,-4.95,2026-09-15,2026-09-15
141.96900,45.82500,-0.95,,11.95,12.90,-0.95,16.90,-4.95,2026-09-15,2026-09-15
142.03100,45.82500,-0.96,,11.93,12.89,-0.96,16.89,-4.95,2026-09-15,2026-09-15
142.09400,45.82500,-1.23,,10.85,12.08,-1.23,15.64,-4.79,2026-09-15,2026-09-15
142.15600,45.82500,-1.22,,10.81,12.04,-1.22,15.56,-4.75,2026-09-15,2026-09-15
142.21900,45.82500,-1.22,,10.77,11.99,-1.22,15.48,-4.71,2026-09-15,2026-09-15
142.28100,45.82500,-1.22,,10.72,11.95,-1.22,15.40,-4.68,2026-09-15,2026-09-15
142.34400,45.82500,-1.22,,10.67,11.90,-1.22,15.32,-4.65,2026-09-15,2026-09-15
141.40600,45.77500,-0.77,,12.16,12.93,-0.77,17.16,-5.00,2026-09-15,2026-09-15
141.46900,45.77500,-0.78,,12.15,12.93,-0.78,17.15,-5.00,2026-09-15,2026-09-15
141.53100,45.77500,-0.80,,12.13,12.92,-0.80,17.12,-4.99,2026-09-15,2026-09-15
141.59400,45.77500,-0.82,,12.10,12.92,-0.82,17.09,-4.99,2026-09-15,2026-09-15
141.65600,45.77500,-0.85,,12.07,12.91,-0.85,17.05,-4.98,2026-09-15,2026-09-15
141.71900,45.77500,-0.87,,12.04,12.91,-0.87,17.01,-4.97,2026-09-15,2026-09-15
141.78100,45.77500,-0.90,,12.01,12.91,-0.90,16.96,-4.95,2026-09-15,2026-09-15
141.84400,45.77500,-0.93,,11.98,12.91,-0.93,16.92,-4.93,2026-09-15,2026-09-15
141.90600,45.77500,-0.95,,11.96,12.92,-0.95,16.88,-4.92,2026-09-15,2026-09-15
141.96900,45.77500,-0.97,,11.95,12.92,-0.97,16.86,-4.91,2026-09-15,2026-09-15
142.03100,45.77500,-0.98,,11.93,12.91,-0.98,16.85,-4.91,2026-09-15,2026-09-15
142.09400,45.77500,-1.22,,10.92,12.15,-1.22,15.67,-4.75,2026-09-15,2026-09-15
142.15600,45.77500,-1.22,,10.87,12.09,-1.22,15.58,-4.71,2026-09-15,2026-09-15
142.21900,45.77500,-1.22,,10.80,12.03,-1.22,15.47,-4.67,2026-09-15,2026-09-15
142.28100,45.77500,-1.22,,10.74,11.97,-1.22,15.37,-4.63,2026-09-15,2026-09-15
142.34400,45.77500,-1.22,,10.68,11.91,-1.22,15.28,-4.60,2026-09-15,2026-09-15
141.40600,45.72500,-0.75,,12.21,12.95,-0.75,17.19,-4.99,2026-09-15,2026-09-15
141.46900,45.72500,-0.76,,12.19,12.95,-0.76,17.18,-4.98,2026-09-15,2026-09-15
141.53100,45.72500,-0.78,,12.17,12.95,-0.78,17.15,-4.98,2026-09-15,2026-09-15
141.59400,45.72500,-0.80,,12.13,12.94,-0.80,17.11,-4.98,2026-09-15,2026-09-15
141.65600,45.72500,-0.83,,12.09,12.93,-0.83,17.06,-4.97,2026-09-15,2026-09-15
141.71900,45.72500,-0.87,,12.05,12.92,-0.87,17.00,-4.96,2026-09-15,2026-09-15
141.78100,45.72500,-0.91,,12.01,12.92,-0.91,16.94,-4.93,2026-09-15,2026-09-15
141.84400,45.72500,-0.95,,11.98,12.93,-0.95,16.88,-4.90,2026-09-15,2026-09-15
141.90600,45.72500,-0.98,,11.97,12.95,-0.98,16.84,-4.87,2026-09-15,2026-09-15
141.96900,45.72500,-1.00,,11.95,12.95,-1.00,16.81,-4.86,2026-09-15,2026-09-15
142.03100,45.72500,-1.01,,11.94,12.94,-1.01,16.80,-4.86,2026-09-15,2026-09-15
142.09400,45.72500,-1.22,,11.01,12.23,-1.22,15.71,-4.70,2026-09-15,2026-09-15
142.15600,45.72500,-1.22,,10.93,12.15,-1.22,15.59,-4.66,2026-09-15,2026-09-15
142.21900,45.72500,-1.22,,10.84,12.06,-1.22,15.45,-4.62,2026-09-15,2026-09-15
142.28100,45.72500,-1.22,,10.75,11.98,-1.22,15.33,-4.58,2026-09-15,2026-09-15
142.34400,45.72500,-1.22,,10.68,11.90,-1.22,15.22,-4.54,2026-09-15,2026-09-15
140.65600,45.67500,+0.57,,14.73,14.16,+0.57,17.18,-2.44,2026-09-15,2026-09-15
140.71900,45.67500,+0.57,,14.73,14.17,+0.57,17.18,-2.44,2026-09-15,2026-09-15
140.78100,45.67500,+0.57,,14.73,14.17,+0.57,17.18,-2.44,2026-09-15,2026-09-15
140.84400,45.67500,+0.56,,14.73,14.17,+0.56,17.18,-2.45,2026-09-15,2026-09-15
140.90600,45.67500,+0.56,,14.73,14.17,+0.56,17.19,-2.46,2026-09-15,2026-09-15
140.96900,45.67500,+0.55,,14.72,14.17,+0.55,17.21,-2.49,2026-09-15,2026-09-15
141.03100,45.67500,+0.54,,14.71,14.17,+0.54,17.24,-2.53,2026-09-15,2026-09-15
141.09400,45.67500,+0.53,,14.70,14.17,+0.53,17.27,-2.57,2026-09-15,2026-09-15
141.15600,45.67500,+0.51,,14.68,14.17,+0.51,17.31,-2.63,2026-09-15,2026-09-15
141.21900,45.67500,+0.48,,14.66,14.18,+0.48,17.36,-2.70,2026-09-15,2026-09-15
141.28100,45.67500,+0.45,,14.64,14.19,+0.45,17.42,-2.77,2026-09-15,2026-09-15
141.34400,45.67500,-0.24,,13.09,13.33,-0.24,17.28,-4.19,2026-09-15,2026-09-15
141.40600,45.67500,-0.72,,12.27,12.98,-0.72,17.23,-4.97,2026-09-15,2026-09-15
141.46900,45.67500,-0.73,,12.26,12.98,-0.73,17.22,-4.96,2026-09-15,2026-09-15
141.53100,45.67500,-0.74,,12.23,12.98,-0.74,17.19,-4.96,2026-09-15,2026-09-15
141.59400,45.67500,-0.77,,12.19,12.96,-0.77,17.15,-4.96,2026-09-15,2026-09-15
141.65600,45.67500,-0.81,,12.13,12.94,-0.81,17.09,-4.96,2026-09-15,2026-09-15
141.71900,45.67500,-0.87,,12.06,12.93,-0.87,17.01,-4.95,2026-09-15,2026-09-15
141.78100,45.67500,-0.92,,12.01,12.94,-0.92,16.92,-4.91,2026-09-15,2026-09-15
141.84400,45.67500,-0.98,,11.98,12.96,-0.98,16.84,-4.85,2026-09-15,2026-09-15
141.90600,45.67500,-1.02,,11.97,12.99,-1.02,16.77,-4.80,2026-09-15,2026-09-15
141.96900,45.67500,-1.04,,11.96,13.00,-1.04,16.74,-4.78,2026-09-15,2026-09-15
142.03100,45.67500,-1.22,,11.22,12.44,-1.22,15.90,-4.68,2026-09-15,2026-09-15
142.09400,45.67500,-1.22,,11.11,12.33,-1.22,15.75,-4.64,2026-09-15,2026-09-15
142.15600,45.67500,-1.22,,10.99,12.21,-1.22,15.58,-4.60,2026-09-15,2026-09-15
142.21900,45.67500,-1.22,,10.86,12.08,-1.22,15.41,-4.55,2026-09-15,2026-09-15
142.28100,45.67500,-1.22,,10.75,11.97,-1.22,15.26,-4.51,2026-09-15,2026-09-15
142.34400,45.67500,-1.22,,10.66,11.88,-1.22,15.13,-4.47,2026-09-15,2026-09-15
142.40600,45.67500,-1.22,,10.59,11.81,-1.22,15.03,-4.44,2026-09-15,2026-09-15
142.46900,45.67500,-1.22,,10.54,11.76,-1.22,14.96,-4.43,2026-09-15,2026-09-15
142.53100,45.67500,-1.13,,10.89,12.02,-1.13,14.43,-3.54,2026-09-15,2026-09-15
142.59400,45.67500,-1.13,,10.87,11.99,-1.13,14.40,-3.54,2026-09-15,2026-09-15
140.65600,45.62500,+0.58,,14.75,14.17,+0.58,17.15,-2.40,2026-09-15,2026-09-15
140.71900,45.62500,+0.58,,14.75,14.17,+0.58,17.15,-2.40,2026-09-15,2026-09-15
140.78100,45.62500,+0.58,,14.75,14.18,+0.58,17.14,-2.39,2026-09-15,2026-09-15
140.84400,45.62500,+0.57,,14.75,14.18,+0.57,17.15,-2.40,2026-09-15,2026-09-15
140.90600,45.62500,+0.57,,14.75,14.18,+0.57,17.15,-2.41,2026-09-15,2026-09-15
140.96900,45.62500,+0.56,,14.74,14.18,+0.56,17.17,-2.43,2026-09-15,2026-09-15
141.03100,45.62500,+0.56,,14.73,14.17,+0.56,17.20,-2.47,2026-09-15,2026-09-15
141.09400,45.62500,+0.54,,14.71,14.17,+0.54,17.23,-2.52,2026-09-15,2026-09-15
141.15600,45.62500,+0.53,,14.69,14.17,+0.53,17.28,-2.59,2026-09-15,2026-09-15
141.21900,45.62500,+0.50,,14.67,14.17,+0.50,17.34,-2.67,2026-09-15,2026-09-15
141.28100,45.62500,+0.46,,14.65,14.18,+0.46,17.40,-2.76,2026-09-15,2026-09-15
141.34400,45.62500,-0.22,,13.16,13.38,-0.22,17.28,-4.12,2026-09-15,2026-09-15
141.40600,45.62500,-0.68,,12.34,13.02,-0.68,17.28,-4.94,2026-09-15,2026-09-15
141.46900,45.62500,-0.68,,12.35,13.03,-0.68,17.27,-4.93,2026-09-15,2026-09-15
141.53100,45.62500,-0.70,,12.33,13.03,-0.70,17.25,-4.92,2026-09-15,2026-09-15
141.59400,45.62500,-0.73,,12.28,13.00,-0.73,17.21,-4.93,2026-09-15,2026-09-15
141.65600,45.62500,-0.78,,12.19,12.97,-0.78,17.14,-4.95,2026-09-15,2026-09-15
141.71900,45.62500,-0.85,,12.09,12.94,-0.85,17.04,-4.95,2026-09-15,2026-09-15
141.78100,45.62500,-0.93,,12.01,12.94,-0.93,16.91,-4.90,2026-09-15,2026-09-15
141.84400,45.62500,-1.01,,11.98,13.00,-1.01,16.77,-4.79,2026-09-15,2026-09-15
141.90600,45.62500,-1.07,,11.99,13.06,-1.07,16.68,-4.69,2026-09-15,2026-09-15
141.96900,45.62500,-1.09,,12.00,13.08,-1.09,16.65,-4.65,2026-09-15,2026-09-15
142.03100,45.62500,-1.22,,11.40,12.62,-1.22,15.99,-4.59,2026-09-15,2026-09-15
142.09400,45.62500,-1.22,,11.22,12.44,-1.22,15.79,-4.57,2026-09-15,2026-09-15
142.15600,45.62500,-1.22,,11.02,12.24,-1.22,15.55,-4.53,2026-09-15,2026-09-15
142.21900,45.62500,-1.22,,10.85,12.07,-1.22,15.32,-4.47,2026-09-15,2026-09-15
142.28100,45.62500,-1.22,,10.71,11.93,-1.22,15.13,-4.42,2026-09-15,2026-09-15
142.34400,45.62500,-1.22,,10.61,11.83,-1.22,14.99,-4.38,2026-09-15,2026-09-15
142.40600,45.62500,-1.22,,10.54,11.76,-1.22,14.89,-4.35,2026-09-15,2026-09-15
142.46900,45.62500,-1.14,,10.86,12.00,-1.14,14.38,-3.52,2026-09-15,2026-09-15
142.53100,45.62500,-1.13,,10.83,11.96,-1.13,14.34,-3.51,2026-09-15,2026-09-15
142.59400,45.62500,-1.12,,10.82,11.94,-1.12,14.33,-3.51,2026-09-15,2026-09-15
140.65600,45.57500,+0.58,,14.76,14.17,+0.58,17.12,-2.37,2026-09-15,2026-09-15
140.71900,45.57500,+0.58,,14.76,14.18,+0.58,17.11,-2.35,2026-09-15,2026-09-15
140.78100,45.57500,+0.58,,14.77,14.18,+0.58,17.11,-2.34,2026-09-15,2026-09-15
140.84400,45.57500,+0.58,,14.77,14.19,+0.58,17.10,-2.33,2026-09-15,2026-09-15
140.90600,45.57500,+0.58,,14.77,14.19,+0.58,17.11,-2.34,2026-09-15,2026-09-15
140.96900,45.57500,+0.58,,14.76,14.19,+0.58,17.12,-2.36,2026-09-15,2026-09-15
141.03100,45.57500,+0.57,,14.75,14.18,+0.57,17.14,-2.39,2026-09-15,2026-09-15
141.09400,45.57500,+0.56,,14.73,14.17,+0.56,17.18,-2.45,2026-09-15,2026-09-15
141.15600,45.57500,+0.55,,14.71,14.16,+0.55,17.24,-2.53,2026-09-15,2026-09-15
141.21900,45.57500,+0.52,,14.68,14.16,+0.52,17.31,-2.63,2026-09-15,2026-09-15
141.28100,45.57500,+0.48,,14.65,14.17,+0.48,17.39,-2.74,2026-09-15,2026-09-15
141.34400,45.57500,+0.43,,14.62,14.19,+0.43,17.48,-2.85,2026-09-15,2026-09-15
