longitude,latitude,display_c,forecast_c,observed_c,average_c,anomaly_c,previous_day_c,previous_diff_c,source_date,target_date
141.40600,45.87500,-0.04,17.00,,17.04,-0.04,14.61,+2.39,,2026-09-20
141.46900,45.87500,-0.05,17.00,,17.05,-0.05,14.63,+2.37,,2026-09-20
141.53100,45.87500,-0.06,17.00,,17.06,-0.06,14.65,+2.35,,2026-09-20
141.59400,45.87500,-0.06,17.00,,17.06,-0.06,14.67,+2.33,,2026-09-20
141.65600,45.87500,-0.06,17.00,,17.06,-0.06,14.70,+2.30,,2026-09-20
141.71900,45.87500,-0.05,17.00,,17.05,-0.05,14.72,+2.28,,2026-09-20
141.78100,45.87500,-0.03,16.00,,16.03,-0.03,13.75,+2.25,,2026-09-20
141.84400,45.87500,+0.04,16.00,,15.96,+0.04,13.78,+2.22,,2026-09-20
141.90600,45.87500,+0.08,16.00,,15.92,+0.08,13.81,+2.19,,2026-09-20
141.96900,45.87500,+0.12,16.00,,15.88,+0.12,13.82,+2.18,,2026-09-20
142.03100,45.87500,+0.17,16.00,,15.83,+0.17,13.82,+2.18,,2026-09-20
142.09400,45.87500,+0.22,16.00,,15.78,+0.22,12.59,+3.41,,2026-09-20
142.15600,45.87500,+0.28,16.00,,15.72,+0.28,12.55,+3.45,,2026-09-20
142.21900,45.87500,+0.34,16.00,,15.66,+0.34,12.49,+3.51,,2026-09-20
142.28100,45.87500,+0.41,16.00,,15.59,+0.41,12.43,+3.57,,2026-09-20
142.34400,45.87500,+0.47,16.00,,15.53,+0.47,12.36,+3.64,,2026-09-20
141.40600,45.82500,-0.08,17.00,,17.08,-0.08,14.62,+2.38,,2026-09-20
141.46900,45.82500,-0.10,17.00,,17.10,-0.10,14.64,+2.36,,2026-09-20
141.53100,45.82500,-0.11,17.00,,17.11,-0.11,14.66,+2.34,,2026-09-20
141.59400,45.82500,-0.11,17.00,,17.11,-0.11,14.69,+2.31,,2026-09-20
141.65600,45.82500,-0.11,17.00,,17.11,-0.11,14.72,+2.28,,2026-09-20
141.71900,45.82500,-0.10,17.00,,17.10,-0.10,14.76,+2.24,,2026-09-20
141.78100,45.82500,-0.09,17.00,,17.09,-0.09,14.80,+2.20,,2026-09-20
141.84400,45.82500,-0.06,16.00,,16.06,-0.06,13.84,+2.16,,2026-09-20
141.90600,45.82500,+0.02,16.00,,15.98,+0.02,13.87,+2.13,,2026-09-20
141.96900,45.82500,+0.07,16.00,,15.93,+0.07,13.89,+2.11,,2026-09-20
142.03100,45.82500,+0.12,16.00,,15.88,+0.12,13.90,+2.10,,2026-09-20
142.09400,45.82500,+0.18,16.00,,15.82,+0.18,12.72,+3.28,,2026-09-20
142.15600,45.82500,+0.25,16.00,,15.75,+0.25,12.66,+3.34,,2026-09-20
142.21900,45.82500,+0.32,16.00,,15.68,+0.32,12.57,+3.43,,2026-09-20
142.28100,45.82500,+0.39,16.00,,15.61,+0.39,12.49,+3.51,,2026-09-20
142.34400,45.82500,+0.46,16.00,,15.54,+0.46,12.40,+3.60,,2026-09-20
141.40600,45.77500,-0.13,18.00,,18.13,-0.13,15.63,+2.37,,2026-09-20
141.46900,45.77500,-0.15,17.00,,17.15,-0.15,14.65,+2.35,,2026-09-20
141.53100,45.77500,-0.16,17.00,,17.16,-0.16,14.67,+2.33,,2026-09-20
141.59400,45.77500,-0.17,17.00,,17.17,-0.17,14.70,+2.30,,2026-09-20
141.65600,45.77500,-0.17,17.00,,17.17,-0.17,14.74,+2.26,,2026-09-20
141.71900,45.77500,-0.16,17.00,,17.16,-0.16,14.79,+2.21,,2026-09-20
141.78100,45.77500,-0.14,17.00,,17.14,-0.14,14.85,+2.15,,2026-09-20
141.84400,45.77500,-0.12,17.00,,17.12,-0.12,14.91,+2.09,,2026-09-20
141.90600,45.77500,-0.04,17.00,,17.04,-0.04,14.96,+2.04,,2026-09-20
141.96900,45.77500,+0.02,17.00,,16.98,+0.02,14.99,+2.01,,2026-09-20
142.03100,45.77500,+0.08,16.00,,15.92,+0.08,13.99,+2.01,,2026-09-20
142.09400,45.77500,+0.14,16.00,,15.86,+0.14,12.88,+3.12,,2026-09-20
142.15600,45.77500,+0.22,16.00,,15.78,+0.22,12.78,+3.22,,2026-09-20
142.21900,45.77500,+0.29,16.00,,15.71,+0.29,12.66,+3.34,,2026-09-20
142.28100,45.77500,+0.37,16.00,,15.63,+0.37,12.54,+3.46,,2026-09-20
142.34400,45.77500,+0.45,16.00,,15.55,+0.45,12.43,+3.57,,2026-09-20
141.40600,45.72500,-0.17,18.00,,18.17,-0.17,15.64,+2.36,,2026-09-20
141.46900,45.72500,-0.20,18.00,,18.20,-0.20,15.66,+2.34,,2026-09-20
141.53100,45.72500,-0.21,18.00,,18.21,-0.21,15.68,+2.32,,2026-09-20
141.59400,45.72500,-0.22,17.00,,17.22,-0.22,14.71,+2.29,,2026-09-20
141.65600,45.72500,-0.22,17.00,,17.22,-0.22,14.75,+2.25,,2026-09-20
141.71900,45.72500,-0.22,17.00,,17.22,-0.22,14.82,+2.18,,2026-09-20
141.78100,45.72500,-0.20,17.00,,17.20,-0.20,14.90,+2.10,,2026-09-20
141.84400,45.72500,-0.17,17.00,,17.17,-0.17,15.00,+2.00,,2026-09-20
141.90600,45.72500,-0.09,17.00,,17.09,-0.09,15.08,+1.92,,2026-09-20
141.96900,45.72500,-0.04,17.00,,17.04,-0.04,15.13,+1.87,,2026-09-20
142.03100,45.72500,+0.03,17.00,,16.97,+0.03,15.13,+1.87,,2026-09-20
142.09400,45.72500,+0.11,17.00,,16.89,+0.11,14.08,+2.92,,2026-09-20
142.15600,45.72500,+0.19,17.00,,16.81,+0.19,13.92,+3.08,,2026-09-20
142.21900,45.72500,+0.27,16.00,,15.73,+0.27,12.75,+3.25,,2026-09-20
142.28100,45.72500,+0.36,16.00,,15.64,+0.36,12.59,+3.41,,2026-09-20
142.34400,45.72500,+0.45,16.00,,15.55,+0.45,12.45,+3.55,,2026-09-20
140.65600,45.67500,+0.27,19.00,,18.73,+0.27,17.68,+1.32,,2026-09-20
140.71900,45.67500,+0.23,19.00,,18.77,+0.23,17.70,+1.30,,2026-09-20
140.78100,45.67500,+0.19,19.00,,18.81,+0.19,17.72,+1.28,,2026-09-20
140.84400,45.67500,+0.15,19.00,,18.85,+0.15,17.72,+1.28,,2026-09-20
140.90600,45.67500,+0.11,19.00,,18.89,+0.11,17.72,+1.28,,2026-09-20
140.96900,45.67500,+0.07,19.00,,18.93,+0.07,17.70,+1.30,,2026-09-20
141.03100,45.67500,+0.02,19.00,,18.98,+0.02,17.67,+1.33,,2026-09-20
141.09400,45.67500,-0.02,18.00,,18.02,-0.02,17.37,+0.63,,2026-09-20
141.15600,45.67500,-0.07,18.00,,18.07,-0.07,17.36,+0.64,,2026-09-20
141.21900,45.67500,-0.11,18.00,,18.11,-0.11,17.37,+0.63,,2026-09-20
141.28100,45.67500,-0.15,18.00,,18.15,-0.15,17.39,+0.61,,2026-09-20
141.34400,45.67500,-0.19,18.00,,18.19,-0.19,16.08,+1.92,,2026-09-20
141.40600,45.67500,-0.22,18.00,,18.22,-0.22,15.66,+2.34,,2026-09-20
141.46900,45.67500,-0.25,18.00,,18.25,-0.25,15.68,+2.32,,2026-09-20
141.53100,45.67500,-0.27,18.00,,18.27,-0.27,15.70,+2.30,,2026-09-20
141.59400,45.67500,-0.28,18.00,,18.28,-0.28,15.72,+2.28,,2026-09-20
141.65600,45.67500,-0.28,18.00,,18.28,-0.28,15.75,+2.25,,2026-09-20
141.71900,45.67500,-0.28,18.00,,18.28,-0.28,15.83,+2.17,,2026-09-20
141.78100,45.67500,-0.26,17.00,,17.26,-0.26,14.96,+2.04,,2026-09-20
141.84400,45.67500,-0.23,17.00,,17.23,-0.23,15.12,+1.88,,2026-09-20
141.90600,45.67500,-0.18,17.00,,17.18,-0.18,15.27,+1.73,,2026-09-20
141.96900,45.67500,-0.09,17.00,,17.09,-0.09,15.33,+1.67,,2026-09-20
142.03100,45.67500,-0.01,17.00,,17.01,-0.01,14.52,+2.48,,2026-09-20
142.09400,45.67500,+0.07,17.00,,16.93,+0.07,14.31,+2.69,,2026-09-20
142.15600,45.67500,+0.16,17.00,,16.84,+0.16,14.06,+2.94,,2026-09-20
